source_id	target_id	edge	source_degree	target_degree	xswap_prior	metaedge	prior	value
491	680	FALSE	2	1	1.4712937789860867e-4	Compound–resembles–Compound	approx	1.5420200279273264e-4
68	560	FALSE	3	7	0.0016136363636363635	Compound–resembles–Compound	approx	0.0016199932457002005
725	12	FALSE	14	1	0.0011171597633136095	Compound–resembles–Compound	approx	0.0010804130135014399
1189	776	FALSE	5	4	0.0014955288313290164	Compound–resembles–Compound	approx	0.0015427318882882634
1378	500	FALSE	7	5	0.0026129582267689685	Compound–resembles–Compound	approx	0.002700399073146529
656	1480	FALSE	6	1	4.5928430543815157e-4	Compound–resembles–Compound	approx	4.627486778953377e-4
1198	1360	FALSE	1	16	0.001118624964778811	Compound–resembles–Compound	approx	0.001234948116642524
621	82	FALSE	2	11	0.0017223105458399576	Compound–resembles–Compound	approx	0.0016975284183909816
605	277	FALSE	2	6	8.908908908908909e-4	Compound–resembles–Compound	approx	9.255684427255878e-4
5	61	FALSE	7	12	0.006463585434173669	Compound–resembles–Compound	approx	0.006484347230010682
887	385	FALSE	14	0	0	Compound–resembles–Compound	approx	0
27	143	FALSE	0	10	0	Compound–resembles–Compound	approx	0
519	1404	FALSE	16	32	0.038225108225108224	Compound–resembles–Compound	approx	0.0395821088187486
317	532	FALSE	5	17	0.006383112791430372	Compound–resembles–Compound	approx	0.006563058400627349
84	803	FALSE	0	4	0	Compound–resembles–Compound	approx	0
1500	1317	FALSE	2	13	0.002115664051147922	Compound–resembles–Compound	approx	0.002006478442855586
661	923	FALSE	0	13	0	Compound–resembles–Compound	approx	0
1011	740	FALSE	1	16	0.001118624964778811	Compound–resembles–Compound	approx	0.001234948116642524
1019	1360	FALSE	15	16	0.01842261904761905	Compound–resembles–Compound	approx	0.01854108668108323
1374	404	FALSE	1	3	2.4636901559978484e-4	Compound–resembles–Compound	approx	2.313208358189533e-4
210	1332	FALSE	2	0	0	Compound–resembles–Compound	approx	0
863	70	FALSE	5	5	0.0017853392144507457	Compound–resembles–Compound	approx	0.0019285623318713585
10	1260	FALSE	3	4	8.413926499032882e-4	Compound–resembles–Compound	approx	9.254970585168955e-4
398	1432	FALSE	2	1	1.4712937789860867e-4	Compound–resembles–Compound	approx	1.5420200279273264e-4
1085	170	FALSE	1	3	2.4636901559978484e-4	Compound–resembles–Compound	approx	2.313208358189533e-4
410	265	FALSE	1	9	6.73331973066721e-4	Compound–resembles–Compound	approx	6.942835632852149e-4
919	1500	FALSE	43	2	0.006126126126126126	Compound–resembles–Compound	approx	0.006652080540021908
1199	892	FALSE	1	3	2.4636901559978484e-4	Compound–resembles–Compound	approx	2.313208358189533e-4
863	732	FALSE	5	34	0.013901895206243032	Compound–resembles–Compound	approx	0.013142517216365567
1467	704	FALSE	2	10	0.0015334483419589802	Compound–resembles–Compound	approx	0.0015430889737481687
547	1332	FALSE	27	0	0	Compound–resembles–Compound	approx	0
543	1129	FALSE	33	6	0.016539682539682538	Compound–resembles–Compound	approx	0.015306695797319041
1172	1276	FALSE	3	1	2.4636901559978484e-4	Compound–resembles–Compound	approx	2.313208358189533e-4
57	1048	FALSE	4	8	0.0024645390070921988	Compound–resembles–Compound	approx	0.0024689377725014873
316	1467	FALSE	5	2	7.272489881185533e-4	Compound–resembles–Compound	approx	7.712476496903342e-4
120	1283	FALSE	7	10	0.00548811013767209	Compound–resembles–Compound	approx	0.0054028232730061725
630	1237	FALSE	10	3	0.002228239845261122	Compound–resembles–Compound	approx	0.0023148086130253555
679	44	FALSE	1	12	9.129332206255284e-4	Compound–resembles–Compound	approx	9.259255290100607e-4
288	486	FALSE	0	10	0	Compound–resembles–Compound	approx	0
1173	598	FALSE	11	19	0.015751633986928106	Compound–resembles–Compound	approx	0.016145619798803343
112	304	FALSE	0	2	0	Compound–resembles–Compound	approx	0
330	1201	FALSE	26	3	0.00651948051948052	Compound–resembles–Compound	approx	0.006025848567981845
1210	1388	FALSE	7	2	0.0010784313725490195	Compound–resembles–Compound	approx	0.0010799129772071391
672	697	FALSE	11	25	0.022124183006535948	Compound–resembles–Compound	approx	0.02125205929566323
675	267	FALSE	4	0	0	Compound–resembles–Compound	approx	0
432	700	FALSE	1	7	5.038287504350853e-4	Compound–resembles–Compound	approx	5.399150774948637e-4
1041	1334	FALSE	9	12	0.008234811165845648	Compound–resembles–Compound	approx	0.008338190670310709
788	1272	FALSE	10	25	0.019408983451536643	Compound–resembles–Compound	approx	0.01931931837518094
91	361	FALSE	1	8	6.136313828621521e-4	Compound–resembles–Compound	approx	6.170933721677673e-4
1109	1054	FALSE	2	8	0.001166166166166166	Compound–resembles–Compound	approx	0.001234281247581098
506	212	FALSE	6	6	0.0029377676996724614	Compound–resembles–Compound	approx	0.002777552745416681
235	1162	FALSE	6	2	8.908908908908909e-4	Compound–resembles–Compound	approx	9.255684427255878e-4
848	1376	FALSE	0	1	0	Compound–resembles–Compound	approx	0
732	18	FALSE	34	14	0.03658461538461538	Compound–resembles–Compound	approx	0.036802903735739155
745	400	FALSE	4	0	0	Compound–resembles–Compound	approx	0
1266	75	FALSE	20	3	0.004446280991735537	Compound–resembles–Compound	approx	0.00463315490446432
522	602	FALSE	0	19	0	Compound–resembles–Compound	approx	0
1487	674	FALSE	1	37	0.0028796844181459566	Compound–resembles–Compound	approx	0.002860444424434304
1514	476	FALSE	13	12	0.01174347158218126	Compound–resembles–Compound	approx	0.012047318414773371
376	35	FALSE	6	7	0.00303921568627451	Compound–resembles–Compound	approx	0.003240723723096118
1114	470	FALSE	7	9	0.004683062880324543	Compound–resembles–Compound	approx	0.004862179154961447
673	470	FALSE	19	9	0.01363984674329502	Compound–resembles–Compound	approx	0.0132085811088253
915	1137	FALSE	8	9	0.005306513409961686	Compound–resembles–Compound	approx	0.005557184951254357
195	609	FALSE	8	0	0	Compound–resembles–Compound	approx	0
1429	575	FALSE	8	23	0.014027777777777778	Compound–resembles–Compound	approx	0.01421584042417174
1378	1055	FALSE	7	8	0.004264705882352941	Compound–resembles–Compound	approx	0.004321614219769511
1404	749	FALSE	32	21	0.04975757575757576	Compound–resembles–Compound	approx	0.05194217208518231
737	792	FALSE	0	5	0	Compound–resembles–Compound	approx	0
159	581	FALSE	11	1	8.057779324747651e-4	Compound–resembles–Compound	approx	8.486996403362665e-4
466	846	FALSE	0	1	0	Compound–resembles–Compound	approx	0
437	1014	FALSE	29	0	0	Compound–resembles–Compound	approx	0
847	1203	FALSE	7	2	0.0010784313725490195	Compound–resembles–Compound	approx	0.0010799129772071391
585	811	FALSE	12	13	0.01174347158218126	Compound–resembles–Compound	approx	0.012047318414773371
749	495	FALSE	21	12	0.0196031746031746	Compound–resembles–Compound	approx	0.019470805821064474
321	542	FALSE	0	9	0	Compound–resembles–Compound	approx	0
1219	700	FALSE	15	7	0.008051470588235294	Compound–resembles–Compound	approx	0.008107215603327441
1425	664	FALSE	3	3	6.363636363636364e-4	Compound–resembles–Compound	approx	6.940693940159083e-4
1346	869	FALSE	18	10	0.014107308048103609	Compound–resembles–Compound	approx	0.013903638559617142
587	24	FALSE	0	11	0	Compound–resembles–Compound	approx	0
1314	0	FALSE	7	7	0.0037759515570934257	Compound–resembles–Compound	approx	0.0037811289238226355
773	1456	FALSE	8	3	0.0018535353535353535	Compound–resembles–Compound	approx	0.0018515629424888736
1032	1237	FALSE	0	3	0	Compound–resembles–Compound	approx	0
167	479	FALSE	7	3	0.0016136363636363635	Compound–resembles–Compound	approx	0.0016199932457002005
458	1244	FALSE	0	0	0	Compound–resembles–Compound	approx	0
467	1057	FALSE	22	24	0.04053921568627451	Compound–resembles–Compound	approx	0.04081071562905179
1419	1133	FALSE	4	21	0.006432624113475178	Compound–resembles–Compound	approx	0.006487351898404885
749	1136	FALSE	21	12	0.0196031746031746	Compound–resembles–Compound	approx	0.019470805821064474
372	893	FALSE	9	5	0.003270864567716142	Compound–resembles–Compound	approx	0.003472469225497754
1053	49	FALSE	8	8	0.004828532235939644	Compound–resembles–Compound	approx	0.0049393547336599695
1219	1164	FALSE	15	0	0	Compound–resembles–Compound	approx	0
19	337	FALSE	12	5	0.0045031055900621115	Compound–resembles–Compound	approx	0.004631009309133511
1274	1098	FALSE	20	0	0	Compound–resembles–Compound	approx	0
1112	333	FALSE	0	4	0	Compound–resembles–Compound	approx	0
1093	1211	FALSE	1	9	6.73331973066721e-4	Compound–resembles–Compound	approx	6.942835632852149e-4
377	1198	FALSE	3	1	2.4636901559978484e-4	Compound–resembles–Compound	approx	2.313208358189533e-4
583	617	FALSE	4	10	0.003119058397464916	Compound–resembles–Compound	approx	0.003086643217240461
1460	464	FALSE	0	18	0	Compound–resembles–Compound	approx	0
1397	788	FALSE	1	10	7.843384111796551e-4	Compound–resembles–Compound	approx	7.714856522179447e-4
1500	867	FALSE	2	6	8.908908908908909e-4	Compound–resembles–Compound	approx	9.255684427255878e-4
195	335	FALSE	8	4	0.0024645390070921988	Compound–resembles–Compound	approx	0.0024689377725014873
1438	175	FALSE	1	0	0	Compound–resembles–Compound	approx	0
1516	1269	FALSE	0	38	0	Compound–resembles–Compound	approx	0
84	408	FALSE	0	17	0	Compound–resembles–Compound	approx	0
590	240	FALSE	1	1	8.613143797486083e-5	Compound–resembles–Compound	approx	7.709505797765601e-5
326	82	FALSE	7	11	0.005852076124567474	Compound–resembles–Compound	approx	0.005943546117096217
142	396	FALSE	9	7	0.004683062880324543	Compound–resembles–Compound	approx	0.004862179154961447
530	1355	FALSE	8	1	6.136313828621521e-4	Compound–resembles–Compound	approx	6.170933721677673e-4
1325	1249	FALSE	1	0	0	Compound–resembles–Compound	approx	0
686	243	FALSE	0	4	0	Compound–resembles–Compound	approx	0
727	907	FALSE	1	0	0	Compound–resembles–Compound	approx	0
797	647	FALSE	6	0	0	Compound–resembles–Compound	approx	0
1528	925	FALSE	4	58	0.018936170212765956	Compound–resembles–Compound	approx	0.017966273231275465
617	361	FALSE	10	8	0.006233254531126871	Compound–resembles–Compound	approx	0.006175104184406929
966	505	FALSE	5	2	7.272489881185533e-4	Compound–resembles–Compound	approx	7.712476496903342e-4
1439	966	FALSE	0	5	0	Compound–resembles–Compound	approx	0
1135	1492	FALSE	18	15	0.021304347826086957	Compound–resembles–Compound	approx	0.020860992594306522
969	1050	FALSE	26	0	0	Compound–resembles–Compound	approx	0
1338	1531	FALSE	0	24	0	Compound–resembles–Compound	approx	0
1365	354	FALSE	2	2	2.840678516354192e-4	Compound–resembles–Compound	approx	3.084277746738076e-4
765	1082	FALSE	0	7	0	Compound–resembles–Compound	approx	0
217	1393	FALSE	6	5	0.0022613296526340005	Compound–resembles–Compound	approx	0.0023144514465059346
1498	264	FALSE	0	4	0	Compound–resembles–Compound	approx	0
227	1105	FALSE	10	3	0.002228239845261122	Compound–resembles–Compound	approx	0.0023148086130253555
317	1287	FALSE	5	4	0.0014955288313290164	Compound–resembles–Compound	approx	0.0015427318882882634
946	966	FALSE	1	5	4.304948117657148e-4	Compound–resembles–Compound	approx	3.8559417199759564e-4
968	1040	FALSE	8	1	6.136313828621521e-4	Compound–resembles–Compound	approx	6.170933721677673e-4
1467	557	FALSE	2	0	0	Compound–resembles–Compound	approx	0
1170	1523	FALSE	32	1	0.0025282409897794513	Compound–resembles–Compound	approx	0.002472944524928627
856	850	FALSE	0	4	0	Compound–resembles–Compound	approx	0
723	833	FALSE	4	0	0	Compound–resembles–Compound	approx	0
1225	1008	FALSE	12	3	0.0026601731601731604	Compound–resembles–Compound	approx	0.0027781957917146546
702	279	FALSE	26	10	0.020972644376899698	Compound–resembles–Compound	approx	0.020093337575422275
772	392	FALSE	1	6	4.5928430543815157e-4	Compound–resembles–Compound	approx	4.627486778953377e-4
388	1414	FALSE	13	3	0.0028680351906158357	Compound–resembles–Compound	approx	0.003009942373575254
284	1294	FALSE	0	11	0	Compound–resembles–Compound	approx	0
197	1347	FALSE	1	17	0.0013866735271417547	Compound–resembles–Compound	approx	0.0013122335286268323
203	198	FALSE	24	1	0.0017786286112077968	Compound–resembles–Compound	approx	0.0018535649344708829
1308	1419	FALSE	0	4	0	Compound–resembles–Compound	approx	0
490	35	FALSE	9	7	0.004683062880324543	Compound–resembles–Compound	approx	0.004862179154961447
1501	1294	FALSE	3	11	0.002572192513368984	Compound–resembles–Compound	approx	0.0025464845284512354
84	543	FALSE	0	33	0	Compound–resembles–Compound	approx	0
1081	687	FALSE	37	2	0.005675675675675676	Compound–resembles–Compound	approx	0.005721260930532205
1087	1051	FALSE	1	1	8.613143797486083e-5	Compound–resembles–Compound	approx	7.709505797765601e-5
800	691	FALSE	21	5	0.007980676328502415	Compound–resembles–Compound	approx	0.00810972017813052
108	365	FALSE	7	27	0.014930795847750864	Compound–resembles–Compound	approx	0.01460544402811484
440	1393	FALSE	5	5	0.0017853392144507457	Compound–resembles–Compound	approx	0.0019285623318713585
275	1150	FALSE	14	11	0.011458823529411764	Compound–resembles–Compound	approx	0.011892887602344132
222	753	FALSE	0	35	0	Compound–resembles–Compound	approx	0
743	647	FALSE	6	0	0	Compound–resembles–Compound	approx	0
1111	141	FALSE	7	3	0.0016136363636363635	Compound–resembles–Compound	approx	0.0016199932457002005
636	1537	FALSE	7	37	0.01931372549019608	Compound–resembles–Compound	approx	0.020028466797621405
739	681	FALSE	11	0	0	Compound–resembles–Compound	approx	0
1266	690	FALSE	20	36	0.05090909090909091	Compound–resembles–Compound	approx	0.05565410533585178
95	1349	FALSE	11	0	0	Compound–resembles–Compound	approx	0
1341	1273	FALSE	1	23	0.001804733727810651	Compound–resembles–Compound	approx	0.0017761961324376649
1110	372	FALSE	0	9	0	Compound–resembles–Compound	approx	0
32	1122	FALSE	4	14	0.004361702127659574	Compound–resembles–Compound	approx	0.004322614960830049
901	1083	FALSE	13	39	0.04053763440860215	Compound–resembles–Compound	approx	0.03920827701843406
479	475	FALSE	3	8	0.0018535353535353535	Compound–resembles–Compound	approx	0.0018515629424888736
243	962	FALSE	4	24	0.007165206508135169	Compound–resembles–Compound	approx	0.007415786810103859
1481	563	FALSE	1	1	8.613143797486083e-5	Compound–resembles–Compound	approx	7.709505797765601e-5
1511	806	FALSE	3	3	6.363636363636364e-4	Compound–resembles–Compound	approx	6.940693940159083e-4
124	1114	FALSE	0	7	0	Compound–resembles–Compound	approx	0
1432	1258	FALSE	1	30	0.00221301775147929	Compound–resembles–Compound	approx	0.0023180280792056166
508	312	FALSE	9	6	0.004184455391351943	Compound–resembles–Compound	approx	0.004167273584765996
1167	1051	FALSE	0	1	0	Compound–resembles–Compound	approx	0
967	1402	FALSE	1	1	8.613143797486083e-5	Compound–resembles–Compound	approx	7.709505797765601e-5
52	640	FALSE	1	7	5.038287504350853e-4	Compound–resembles–Compound	approx	5.399150774948637e-4
943	1525	FALSE	0	4	0	Compound–resembles–Compound	approx	0
210	296	FALSE	2	53	0.009189189189189189	Compound–resembles–Compound	approx	0.008205328347037622
200	371	FALSE	4	2	6.009200690051754e-4	Compound–resembles–Compound	approx	6.1695060364677e-4
264	200	FALSE	4	4	0.001278859212313264	Compound–resembles–Compound	approx	0.0012340908458275076
1342	1424	FALSE	0	9	0	Compound–resembles–Compound	approx	0
81	535	FALSE	16	24	0.028711484593837534	Compound–resembles–Compound	approx	0.02967840776538399
1329	496	FALSE	4	4	0.001278859212313264	Compound–resembles–Compound	approx	0.0012340908458275076
1299	785	FALSE	0	8	0	Compound–resembles–Compound	approx	0
744	50	FALSE	0	4	0	Compound–resembles–Compound	approx	0
1444	433	FALSE	13	33	0.03296774193548387	Compound–resembles–Compound	approx	0.03316809459175143
1141	308	FALSE	3	8	0.0018535353535353535	Compound–resembles–Compound	approx	0.0018515629424888736
688	384	FALSE	0	0	0	Compound–resembles–Compound	approx	0
1240	1142	FALSE	18	3	0.004158102766798419	Compound–resembles–Compound	approx	0.004169204036201246
1529	135	FALSE	7	8	0.004264705882352941	Compound–resembles–Compound	approx	0.004321614219769511
483	625	FALSE	4	1	3.122246002769734e-4	Compound–resembles–Compound	approx	3.0845155842961657e-4
787	828	FALSE	31	0	0	Compound–resembles–Compound	approx	0
1366	399	FALSE	0	2	0	Compound–resembles–Compound	approx	0
835	1016	FALSE	4	5	0.0014955288313290164	Compound–resembles–Compound	approx	0.0015427318882882634
1253	160	FALSE	19	8	0.011851851851851851	Compound–resembles–Compound	approx	0.011740269138045153
948	260	FALSE	0	0	0	Compound–resembles–Compound	approx	0
1309	325	FALSE	3	3	6.363636363636364e-4	Compound–resembles–Compound	approx	6.940693940159083e-4
642	1411	FALSE	20	1	0.001624529316837009	Compound–resembles–Compound	approx	0.001544161222641057
1454	810	FALSE	12	14	0.012828571428571429	Compound–resembles–Compound	approx	0.012974886707286975
1077	459	FALSE	10	9	0.006746148202494497	Compound–resembles–Compound	approx	0.006947493278443805
752	356	FALSE	0	3	0	Compound–resembles–Compound	approx	0
936	73	FALSE	2	28	0.004936936936936937	Compound–resembles–Compound	approx	0.00432662256408779
110	927	FALSE	4	6	0.00187774400540358	Compound–resembles–Compound	approx	0.0018514201085310293
756	96	FALSE	5	0	0	Compound–resembles–Compound	approx	0
1362	395	FALSE	0	9	0	Compound–resembles–Compound	approx	0
25	1199	FALSE	13	1	0.001040274861614812	Compound–resembles–Compound	approx	0.001003163319608778
1144	437	FALSE	12	29	0.028333333333333332	Compound–resembles–Compound	approx	0.02690025260664164
1337	178	FALSE	0	6	0	Compound–resembles–Compound	approx	0
1542	1080	FALSE	0	1	0	Compound–resembles–Compound	approx	0
1365	599	FALSE	2	4	6.009200690051754e-4	Compound–resembles–Compound	approx	6.1695060364677e-4
868	830	FALSE	18	17	0.0231758034026465	Compound–resembles–Compound	approx	0.023644647583035673
1200	1397	FALSE	2	1	1.4712937789860867e-4	Compound–resembles–Compound	approx	1.5420200279273264e-4
291	267	FALSE	0	0	0	Compound–resembles–Compound	approx	0
878	157	FALSE	0	0	0	Compound–resembles–Compound	approx	0
311	348	FALSE	0	9	0	Compound–resembles–Compound	approx	0
136	356	FALSE	19	3	0.0044292929292929295	Compound–resembles–Compound	approx	0.004401161913819796
525	1508	FALSE	4	29	0.00886968085106383	Compound–resembles–Compound	approx	0.00896409113759161
296	387	FALSE	53	1	0.004437869822485207	Compound–resembles–Compound	approx	0.004102450189684815
996	317	FALSE	14	5	0.005518840579710145	Compound–resembles–Compound	approx	0.005403657403857704
971	373	FALSE	0	0	0	Compound–resembles–Compound	approx	0
905	796	FALSE	2	9	0.0013995029512270892	Compound–resembles–Compound	approx	0.001388673248285073
619	1487	FALSE	0	1	0	Compound–resembles–Compound	approx	0
569	419	FALSE	4	0	0	Compound–resembles–Compound	approx	0
14	95	FALSE	12	11	0.010028011204481792	Compound–resembles–Compound	approx	0.010192520714156847
989	401	FALSE	25	22	0.04435185185185185	Compound–resembles–Compound	approx	0.042511433483847554
692	1309	FALSE	36	3	0.008818181818181819	Compound–resembles–Compound	approx	0.008349793962051984
198	541	FALSE	1	0	0	Compound–resembles–Compound	approx	0
22	991	FALSE	5	5	0.0017853392144507457	Compound–resembles–Compound	approx	0.0019285623318713585
1018	236	FALSE	50	16	0.05928571428571429	Compound–resembles–Compound	approx	0.061863152761441026
115	1303	FALSE	21	0	0	Compound–resembles–Compound	approx	0
379	828	FALSE	3	0	0	Compound–resembles–Compound	approx	0
607	579	FALSE	2	0	0	Compound–resembles–Compound	approx	0
662	1159	FALSE	25	1	0.0018507560815253124	Compound–resembles–Compound	approx	0.0019309456548287274
998	157	FALSE	30	0	0	Compound–resembles–Compound	approx	0
207	1413	FALSE	3	0	0	Compound–resembles–Compound	approx	0
348	890	FALSE	9	4	0.0027622890682318414	Compound–resembles–Compound	approx	0.002777767061104542
1101	1173	FALSE	1	11	8.057779324747651e-4	Compound–resembles–Compound	approx	8.486996403362665e-4
434	95	FALSE	19	11	0.015751633986928106	Compound–resembles–Compound	approx	0.016145619798803343
1089	1534	FALSE	3	0	0	Compound–resembles–Compound	approx	0
785	36	FALSE	8	1	6.136313828621521e-4	Compound–resembles–Compound	approx	6.170933721677673e-4
657	1315	FALSE	10	0	0	Compound–resembles–Compound	approx	0
512	1429	FALSE	8	8	0.004828532235939644	Compound–resembles–Compound	approx	0.0049393547336599695
704	1226	FALSE	10	8	0.006233254531126871	Compound–resembles–Compound	approx	0.006175104184406929
496	138	FALSE	4	18	0.005393154486586494	Compound–resembles–Compound	approx	0.005559330350541355
146	643	FALSE	0	10	0	Compound–resembles–Compound	approx	0
598	916	FALSE	19	18	0.026618357487922704	Compound–resembles–Compound	approx	0.026428613210701224
1227	665	FALSE	13	0	0	Compound–resembles–Compound	approx	0
376	955	FALSE	6	0	0	Compound–resembles–Compound	approx	0
677	1512	FALSE	7	0	0	Compound–resembles–Compound	approx	0
262	1011	FALSE	8	1	6.136313828621521e-4	Compound–resembles–Compound	approx	6.170933721677673e-4
1227	23	FALSE	13	17	0.017840112201963534	Compound–resembles–Compound	approx	0.017072378169604968
510	497	FALSE	2	0	0	Compound–resembles–Compound	approx	0
1343	21	FALSE	1	14	0.0011171597633136095	Compound–resembles–Compound	approx	0.0010804130135014399
1302	411	FALSE	3	2	4.258804258804259e-4	Compound–resembles–Compound	approx	4.626773101317926e-4
1113	777	FALSE	14	6	0.006095238095238095	Compound–resembles–Compound	approx	0.0064848478147827545
1506	1543	FALSE	0	2	0	Compound–resembles–Compound	approx	0
71	498	FALSE	0	27	0	Compound–resembles–Compound	approx	0
148	1017	FALSE	1	10	7.843384111796551e-4	Compound–resembles–Compound	approx	7.714856522179447e-4
913	212	FALSE	33	6	0.016539682539682538	Compound–resembles–Compound	approx	0.015306695797319041
1348	626	FALSE	4	0	0	Compound–resembles–Compound	approx	0
330	740	FALSE	26	16	0.03217687074829932	Compound–resembles–Compound	approx	0.03215411768866398
1320	828	FALSE	0	0	0	Compound–resembles–Compound	approx	0
1069	333	FALSE	24	4	0.007165206508135169	Compound–resembles–Compound	approx	0.007415786810103859
383	390	FALSE	10	8	0.006233254531126871	Compound–resembles–Compound	approx	0.006175104184406929
1337	224	FALSE	0	23	0	Compound–resembles–Compound	approx	0
544	219	FALSE	24	2	0.003910969793322734	Compound–resembles–Compound	approx	0.003707397089969112
410	708	FALSE	1	12	9.129332206255284e-4	Compound–resembles–Compound	approx	9.259255290100607e-4
599	1113	FALSE	4	14	0.004361702127659574	Compound–resembles–Compound	approx	0.004322614960830049
1134	1075	FALSE	24	32	0.058983957219251336	Compound–resembles–Compound	approx	0.05935171620161496
407	22	FALSE	4	5	0.0014955288313290164	Compound–resembles–Compound	approx	0.0015427318882882634
583	323	FALSE	4	2	6.009200690051754e-4	Compound–resembles–Compound	approx	6.1695060364677e-4
939	112	FALSE	0	0	0	Compound–resembles–Compound	approx	0
1237	1366	FALSE	3	0	0	Compound–resembles–Compound	approx	0
153	772	FALSE	26	1	0.0019949281487743028	Compound–resembles–Compound	approx	0.0020083382948750147
1045	1492	FALSE	6	15	0.006557539682539682	Compound–resembles–Compound	approx	0.006948566032900493
590	1103	FALSE	1	0	0	Compound–resembles–Compound	approx	0
705	235	FALSE	0	6	0	Compound–resembles–Compound	approx	0
24	341	FALSE	11	3	0.002572192513368984	Compound–resembles–Compound	approx	0.0025464845284512354
984	858	FALSE	11	1	8.057779324747651e-4	Compound–resembles–Compound	approx	8.486996403362665e-4
1405	324	FALSE	8	5	0.0030568974771873324	Compound–resembles–Compound	approx	0.0030864050525943915
714	1534	FALSE	7	0	0	Compound–resembles–Compound	approx	0
73	941	FALSE	28	4	0.008446808510638297	Compound–resembles–Compound	approx	0.00865433935989766
557	1374	FALSE	0	1	0	Compound–resembles–Compound	approx	0
1385	1206	FALSE	2	3	4.258804258804259e-4	Compound–resembles–Compound	approx	4.626773101317926e-4
1233	683	FALSE	14	0	0	Compound–resembles–Compound	approx	0
1021	1230	FALSE	39	28	0.07733333333333334	Compound–resembles–Compound	approx	0.08431055040685802
1348	468	FALSE	4	4	0.001278859212313264	Compound–resembles–Compound	approx	0.0012340908458275076
1075	651	FALSE	32	7	0.017085561497326204	Compound–resembles–Compound	approx	0.017316098236375223
1435	1345	FALSE	5	17	0.006383112791430372	Compound–resembles–Compound	approx	0.006563058400627349
1184	942	FALSE	5	0	0	Compound–resembles–Compound	approx	0
269	1492	FALSE	4	15	0.004680851063829788	Compound–resembles–Compound	approx	0.004631724286741718
1066	1322	FALSE	0	9	0	Compound–resembles–Compound	approx	0
105	174	FALSE	8	34	0.022065527065527064	Compound–resembles–Compound	approx	0.021030070795828273
914	587	FALSE	22	0	0	Compound–resembles–Compound	approx	0
145	464	FALSE	20	18	0.02774703557312253	Compound–resembles–Compound	approx	0.02782069228189772
458	1085	FALSE	0	1	0	Compound–resembles–Compound	approx	0
307	264	FALSE	0	4	0	Compound–resembles–Compound	approx	0
31	811	FALSE	1	13	0.001040274861614812	Compound–resembles–Compound	approx	0.001003163319608778
225	1156	FALSE	14	16	0.016914285714285715	Compound–resembles–Compound	approx	0.017304060980470028
1152	1024	FALSE	10	2	0.0015334483419589802	Compound–resembles–Compound	approx	0.0015430889737481687
1504	1019	FALSE	0	15	0	Compound–resembles–Compound	approx	0
436	910	FALSE	4	25	0.007742316784869976	Compound–resembles–Compound	approx	0.007725356605279802
1054	613	FALSE	8	4	0.0024645390070921988	Compound–resembles–Compound	approx	0.0024689377725014873
45	1279	FALSE	7	0	0	Compound–resembles–Compound	approx	0
1064	1033	FALSE	3	0	0	Compound–resembles–Compound	approx	0
439	948	FALSE	29	0	0	Compound–resembles–Compound	approx	0
446	975	FALSE	1	9	6.73331973066721e-4	Compound–resembles–Compound	approx	6.942835632852149e-4
423	473	FALSE	22	0	0	Compound–resembles–Compound	approx	0
733	274	FALSE	9	31	0.021758620689655173	Compound–resembles–Compound	approx	0.021567702916697507
978	157	FALSE	27	0	0	Compound–resembles–Compound	approx	0
386	1417	FALSE	3	1	2.4636901559978484e-4	Compound–resembles–Compound	approx	2.313208358189533e-4
1505	614	FALSE	0	11	0	Compound–resembles–Compound	approx	0
737	718	FALSE	0	6	0	Compound–resembles–Compound	approx	0
493	1418	FALSE	1	0	0	Compound–resembles–Compound	approx	0
614	231	FALSE	11	30	0.025441176470588234	Compound–resembles–Compound	approx	0.025509790355267858
459	363	FALSE	9	1	6.73331973066721e-4	Compound–resembles–Compound	approx	6.942835632852149e-4
685	1515	FALSE	2	5	7.272489881185533e-4	Compound–resembles–Compound	approx	7.712476496903342e-4
309	173	FALSE	48	30	0.103	Compound–resembles–Compound	approx	0.1109813405126201
1404	940	FALSE	32	10	0.025048355899419728	Compound–resembles–Compound	approx	0.02473915867735299
859	352	FALSE	1	2	1.4712937789860867e-4	Compound–resembles–Compound	approx	1.5420200279273264e-4
1272	738	FALSE	25	4	0.007742316784869976	Compound–resembles–Compound	approx	0.007725356605279802
117	937	FALSE	29	3	0.006670454545454545	Compound–resembles–Compound	approx	0.006722667029427833
99	593	FALSE	4	1	3.122246002769734e-4	Compound–resembles–Compound	approx	3.0845155842961657e-4
955	1447	FALSE	0	16	0	Compound–resembles–Compound	approx	0
11	524	FALSE	38	0	0	Compound–resembles–Compound	approx	0
1408	850	FALSE	0	4	0	Compound–resembles–Compound	approx	0
595	853	FALSE	3	17	0.003948616600790514	Compound–resembles–Compound	approx	0.003937281301071169
1477	1384	FALSE	1	5	4.304948117657148e-4	Compound–resembles–Compound	approx	3.8559417199759564e-4
547	1143	FALSE	27	3	0.006470588235294118	Compound–resembles–Compound	approx	0.006258086522194996
1238	502	FALSE	14	0	0	Compound–resembles–Compound	approx	0
1147	126	FALSE	0	29	0	Compound–resembles–Compound	approx	0
468	445	FALSE	4	6	0.00187774400540358	Compound–resembles–Compound	approx	0.0018514201085310293
451	1373	FALSE	0	2	0	Compound–resembles–Compound	approx	0
